Œﬂ≤›ƒñºèÃ,TD(m),Çwç¿ïW(m),Çxç¿ïW(m),çÇÇ≥(m),ï˚à (deg),ÀﬂØ¡›∏ﬁ(deg)
651+49.000      ,333,-102200.9758,-10580.45693,57.63,246.5806891,0.859372244
651+48.000      ,334,-102201.3733,-10581.37452,57.645,246.56923,0.859372244
651+47.000      ,335,-102201.771,-10582.29202,57.66,246.5577708,0.859372244
651+46.000      ,336,-102202.169,-10583.20944,57.675,246.5463116,0.859372244
651+45.000      ,337,-102202.5671,-10584.12678,57.69,246.5348525,0.859372244
651+44.000      ,338,-102202.9653,-10585.04404,57.705,246.5233933,0.859372244
651+43.000      ,339,-102203.3638,-10585.96123,57.72,246.5119342,0.859372244
651+42.000      ,340,-102203.7625,-10586.87833,57.735,246.500475,0.859372244
651+41.000      ,341,-102204.1613,-10587.79535,57.75,246.4890159,0.859372244
651+40.000      ,342,-102204.5603,-10588.7123,57.765,246.4775567,0.859372244
651+39.000      ,343,-102204.9595,-10589.62916,57.78,246.4660976,0.859372244
651+38.000      ,344,-102205.3589,-10590.54594,57.795,246.4546384,0.859372244
651+37.000      ,345,-102205.7585,-10591.46265,57.81,246.4431792,0.859372244
651+36.000      ,346,-102206.1582,-10592.37927,57.825,246.4317201,0.859372244
651+35.000      ,347,-102206.5581,-10593.29582,57.84,246.4202609,0.859372244
651+34.000      ,348,-102206.9583,-10594.21228,57.855,246.4088018,0.859372244
651+33.000      ,349,-102207.3586,-10595.12867,57.87,246.3973426,0.859372244
651+32.000      ,350,-102207.759,-10596.04497,57.885,246.3858835,0.859372244
651+31.000      ,351,-102208.1597,-10596.96119,57.9,246.3744243,0.859372244
651+30.000      ,352,-102208.5605,-10597.87734,57.915,246.3629652,0.859372244
651+29.000      ,353,-102208.9616,-10598.7934,57.93,246.351506,0.859372244
651+28.000      ,354,-102209.3628,-10599.70938,57.945,246.3400468,0.859372244
651+27.000      ,355,-102209.7642,-10600.62529,57.96,246.3285877,0.859372244
651+26.000      ,356,-102210.1658,-10601.54111,57.975,246.3171285,0.859372244
651+25.000      ,357,-102210.5675,-10602.45685,57.99,246.3056694,0.859372244
651+24.000      ,358,-102210.9695,-10603.37252,58.005,246.2942102,0.859372244
651+23.000      ,359,-102211.3716,-10604.2881,58.02,246.2827511,0.859372244
651+22.000      ,360,-102211.7739,-10605.2036,58.035,246.2712919,0.859372244
651+21.000      ,361,-102212.1764,-10606.11902,58.05,246.2598327,0.859372244
651+20.000      ,362,-102212.5791,-10607.03436,58.065,246.2483736,0.859372244
651+19.000      ,363,-102212.982,-10607.94962,58.08,246.2369144,0.859372244
651+18.000      ,364,-102213.385,-10608.8648,58.095,246.2254553,0.859372244
651+17.000      ,365,-102213.7883,-10609.7799,58.11,246.2139961,0.859372244
651+16.000      ,366,-102214.1917,-10610.69492,58.125,246.202537,0.859372244
651+15.000      ,367,-102214.5953,-10611.60985,58.14,246.1910778,0.859372244
651+14.000      ,368,-102214.9991,-10612.52471,58.155,246.1796187,0.859372244
651+13.000      ,369,-102215.403,-10613.43948,58.17,246.1681595,0.859372244
651+12.000      ,370,-102215.8072,-10614.35418,58.185,246.1567003,0.859372244
651+11.000      ,371,-102216.2115,-10615.26879,58.2,246.1452412,0.859372244
651+10.000      ,372,-102216.616,-10616.18333,58.215,246.133782,0.859372244
651+9.000       ,373,-102217.0207,-10617.09778,58.23,246.1223229,0.859372244
651+8.000       ,374,-102217.4256,-10618.01215,58.245,246.1108637,0.859372244
651+7.000       ,375,-102217.8306,-10618.92644,58.26,246.0994046,0.859372244
651+6.000       ,376,-102218.2359,-10619.84065,58.275,246.0879454,0.859372244
651+5.000       ,377,-102218.6413,-10620.75478,58.29,246.0764863,0.859372244
651+4.000       ,378,-102219.0469,-10621.66882,58.305,246.0650271,0.859372244
651+3.000       ,379,-102219.4527,-10622.58279,58.32,246.0535679,0.859372244
651+2.000       ,380,-102219.8587,-10623.49668,58.335,246.0421088,0.859372244
651+1.000       ,381,-102220.2648,-10624.41048,58.35,246.0306496,0.859372244
651+0.000       ,382,-102220.6712,-10625.3242,58.365,246.0191905,0.859372244
650+99.000      ,383,-102221.0777,-10626.23784,58.38,246.0077313,0.859372244
650+98.000      ,384,-102221.4844,-10627.1514,58.395,245.9962722,0.859372244
650+97.000      ,385,-102221.8913,-10628.06488,58.41,245.984813,0.859372244
650+96.000      ,386,-102222.2983,-10628.97828,58.425,245.9733539,0.859372244
650+95.000      ,387,-102222.7056,-10629.89159,58.44,245.9618947,0.859372244
650+94.000      ,388,-102223.113,-10630.80483,58.455,245.9504355,0.859372244
650+93.000      ,389,-102223.5207,-10631.71798,58.47,245.9389764,0.859372244
650+92.000      ,390,-102223.9285,-10632.63105,58.485,245.9275172,0.859372244
650+91.000      ,391,-102224.3364,-10633.54404,58.5,245.9160581,0.859372244
650+90.000      ,392,-102224.7446,-10634.45695,58.515,245.9045989,0.859372244
650+89.000      ,393,-102225.153,-10635.36977,58.53,245.8931398,0.859372244
650+88.000      ,394,-102225.5615,-10636.28252,58.545,245.8816806,0.859372244
650+87.000      ,395,-102225.9702,-10637.19518,58.56,245.8702214,0.859372244
650+86.000      ,396,-102226.3791,-10638.10776,58.575,245.8587623,0.859372244
650+85.000      ,397,-102226.7882,-10639.02026,58.59,245.8473031,0.859372244
650+84.000      ,398,-102227.1974,-10639.93268,58.605,245.835844,0.859372244
650+83.000      ,399,-102227.6069,-10640.84501,58.62,245.8243848,0.859372244
650+82.000      ,400,-102228.0165,-10641.75727,58.635,245.8129257,0.859372244
650+81.000      ,401,-102228.4263,-10642.66944,58.65,245.8014665,0.859372244
650+80.000      ,402,-102228.8363,-10643.58153,58.665,245.7900074,0.859372244
650+79.000      ,403,-102229.2465,-10644.49354,58.68,245.7785482,0.859372244
650+78.000      ,404,-102229.6568,-10645.40546,58.695,245.767089,0.859372244
650+77.000      ,405,-102230.0674,-10646.3173,58.71,245.7556299,0.859372244
650+76.000      ,406,-102230.4781,-10647.22907,58.725,245.7441707,0.859372244
650+75.000      ,407,-102230.889,-10648.14074,58.74,245.7327116,0.859372244
650+74.000      ,408,-102231.3001,-10649.05234,58.755,245.7212524,0.859372244
650+73.000      ,409,-102231.7113,-10649.96386,58.77,245.7097933,0.859372244
650+72.000      ,410,-102232.1228,-10650.87529,58.785,245.6983341,0.859372244
650+71.000      ,411,-102232.5344,-10651.78664,58.8,245.686875,0.859372244
650+70.000      ,412,-102232.9462,-10652.69791,58.815,245.6754158,0.859372244
650+69.000      ,413,-102233.3582,-10653.60909,58.83,245.6639566,0.859372244
650+68.000      ,414,-102233.7704,-10654.5202,58.845,245.6524975,0.859372244
650+67.000      ,415,-102234.1828,-10655.43122,58.86,245.6410383,0.859372244
650+66.000      ,416,-102234.5953,-10656.34215,58.875,245.6295792,0.859372244
650+65.000      ,417,-102235.008,-10657.25301,58.89,245.61812,0.859372244
650+64.000      ,418,-102235.421,-10658.16378,58.905,245.6066609,0.859372244
650+63.000      ,419,-102235.834,-10659.07447,58.92,245.5952017,0.859372244
650+62.000      ,420,-102236.2473,-10659.98508,58.935,245.5837426,0.859372244
650+61.000      ,421,-102236.6608,-10660.89561,58.95,245.5722834,0.859372244
650+60.000      ,422,-102237.0744,-10661.80605,58.965,245.5608242,0.859372244
650+59.000      ,423,-102237.4882,-10662.71641,58.98,245.5493651,0.859372244
650+58.000      ,424,-102237.9022,-10663.62668,58.995,245.5379059,0.859372244
650+57.000      ,425,-102238.3164,-10664.53688,59.01,245.5264468,0.859372244
650+56.000      ,426,-102238.7308,-10665.44699,59.025,245.5149876,0.859372244
650+55.000      ,427,-102239.1453,-10666.35702,59.04,245.5035285,0.859372244
650+54.000      ,428,-102239.56,-10667.26696,59.055,245.4920693,0.859372244
650+53.000      ,429,-102239.975,-10668.17683,59.07,245.4806101,0.859372244
650+52.000      ,430,-102240.39,-10669.08661,59.085,245.469151,0.859372244
650+51.000      ,431,-102240.8053,-10669.9963,59.1,245.4576918,0.859372244
650+50.000      ,432,-102241.2208,-10670.90591,59.115,245.4462327,0.859372244
650+49.000      ,433,-102241.6364,-10671.81544,59.13,245.4347735,0.859372244
650+48.000      ,434,-102242.0522,-10672.72489,59.145,245.4233144,0.859372244
650+47.000      ,435,-102242.4682,-10673.63426,59.16,245.4118552,0.859372244
650+46.000      ,436,-102242.8844,-10674.54354,59.175,245.4003961,0.859372244
650+45.000      ,437,-102243.3008,-10675.45273,59.19,245.3889369,0.859372244
650+44.000      ,438,-102243.7173,-10676.36185,59.205,245.3774777,0.859372244
650+43.000      ,439,-102244.1341,-10677.27088,59.22,245.3660186,0.859372244
650+42.000      ,440,-102244.551,-10678.17983,59.235,245.3545594,0.859372244
650+41.000      ,441,-102244.9681,-10679.08869,59.25,245.3431003,0.859372244
650+40.000      ,442,-102245.3853,-10679.99747,59.265,245.3316411,0.859372244
650+39.000      ,443,-102245.8028,-10680.90617,59.28,245.320182,0.859372244
650+38.000      ,444,-102246.2204,-10681.81478,59.295,245.3087228,0.859372244
650+37.000      ,445,-102246.6383,-10682.72331,59.31,245.2972637,0.859372244
650+36.000      ,446,-102247.0563,-10683.63176,59.325,245.2858045,0.859372244
650+35.000      ,447,-102247.4744,-10684.54012,59.34,245.2743453,0.859372244
650+34.000      ,448,-102247.8928,-10685.4484,59.355,245.2628862,0.859372244
650+33.000      ,449,-102248.3113,-10686.35659,59.37,245.251427,0.859372244
650+32.000      ,450,-102248.7301,-10687.26471,59.385,245.2399679,0.859372244
650+31.000      ,451,-102249.149,-10688.17273,59.4,245.2285087,0.859372244
650+30.000      ,452,-102249.5681,-10689.08068,59.415,245.2170496,0.859372244
650+29.000      ,453,-102249.9873,-10689.98854,59.43,245.2055904,0.859372244
650+28.000      ,454,-102250.4068,-10690.89632,59.445,245.1941312,0.859372244
650+27.000      ,455,-102250.8264,-10691.80401,59.46,245.1826721,0.859372244
650+26.000      ,456,-102251.2463,-10692.71162,59.475,245.1712129,0.859372244
650+25.000      ,457,-102251.6663,-10693.61914,59.49,245.1597538,0.859372244
650+24.000      ,458,-102252.0864,-10694.52658,59.505,245.1482946,0.859372244
650+23.000      ,459,-102252.5068,-10695.43394,59.52,245.1368355,0.859372244
650+22.000      ,460,-102252.9273,-10696.34121,59.535,245.1253763,0.859372244
650+21.000      ,461,-102253.3481,-10697.2484,59.55,245.1139172,0.859372244
650+20.000      ,462,-102253.769,-10698.1555,59.565,245.102458,0.859372244
650+19.000      ,463,-102254.1901,-10699.06252,59.58,245.0909988,0.859372244
650+18.000      ,464,-102254.6113,-10699.96946,59.595,245.0795397,0.859372244
650+17.000      ,465,-102255.0328,-10700.87631,59.61,245.0680805,0.859372244
650+16.000      ,466,-102255.4544,-10701.78308,59.625,245.0566214,0.859372244
650+15.000      ,467,-102255.8762,-10702.68976,59.64,245.0451622,0.859372244
650+14.000      ,468,-102256.2982,-10703.59636,59.655,245.0337031,0.859372244
650+13.000      ,469,-102256.7204,-10704.50287,59.67,245.0222439,0.859372244
650+12.000      ,470,-102257.1428,-10705.4093,59.685,245.0107848,0.859372244
650+11.000      ,471,-102257.5653,-10706.31565,59.7,244.9993256,0.859372244
650+10.000      ,472,-102257.988,-10707.22191,59.715,244.9878664,0.859372244
650+9.000       ,473,-102258.4109,-10708.12808,59.73,244.9764073,0.859372244
650+8.000       ,474,-102258.834,-10709.03418,59.745,244.9649481,0.859372244
650+7.000       ,475,-102259.2573,-10709.94018,59.76,244.953489,0.859372244
650+6.000       ,476,-102259.6807,-10710.8461,59.775,244.9420298,0.859372244
650+5.000       ,477,-102260.1043,-10711.75194,59.79,244.9305707,0.859372244
650+4.000       ,478,-102260.5281,-10712.65769,59.805,244.9191115,0.859372244
650+3.000       ,479,-102260.9521,-10713.56336,59.82,244.9076524,0.859372244
650+2.000       ,480,-102261.3763,-10714.46895,59.835,244.8961932,0.859372244
650+1.000       ,481,-102261.8006,-10715.37444,59.85,244.884734,0.859372244
650+0.000       ,482,-102262.2252,-10716.27986,59.865,244.8732749,0.859372244
649+99.000      ,483,-102262.6499,-10717.18519,59.88,244.8618157,0.859372244
649+98.000      ,484,-102263.0748,-10718.09043,59.895,244.8503566,0.859372244
649+97.000      ,485,-102263.4999,-10718.99559,59.91,244.8388974,0.859372244
649+96.000      ,486,-102263.9251,-10719.90066,59.925,244.8274383,0.859372244
649+95.000      ,487,-102264.3505,-10720.80565,59.94,244.8159791,0.859372244
649+94.000      ,488,-102264.7762,-10721.71055,59.955,244.8045199,0.859372244
649+93.000      ,489,-102265.202,-10722.61537,59.97,244.7930608,0.859372244
649+92.000      ,490,-102265.6279,-10723.5201,59.985,244.7816016,0.859372244
649+91.000      ,491,-102266.0541,-10724.42475,60,244.7701425,0.859372244
649+90.000      ,492,-102266.4804,-10725.32931,60.015,244.7586833,0.859372244
649+89.000      ,493,-102266.907,-10726.23379,60.03,244.7472242,0.859372244
649+88.000      ,494,-102267.3337,-10727.13818,60.045,244.735765,0.859372244
649+87.000      ,495,-102267.7605,-10728.04249,60.06,244.7243059,0.859372244
649+86.000      ,496,-102268.1876,-10728.94671,60.075,244.7128467,0.859372244
649+85.000      ,497,-102268.6149,-10729.85084,60.09,244.7013875,0.859372244
649+84.000      ,498,-102269.0423,-10730.7549,60.105,244.6899284,0.859372244
649+83.000      ,499,-102269.4699,-10731.65886,60.12,244.6784692,0.859372244
649+82.000      ,500,-102269.8977,-10732.56274,60.135,244.6670101,0.859372244
649+81.000      ,501,-102270.3256,-10733.46653,60.15,244.6555509,0.859372244
649+80.000      ,502,-102270.7538,-10734.37024,60.165,244.6440918,0.859372244
649+79.000      ,503,-102271.1821,-10735.27386,60.18,244.6326326,0.859372244
649+78.000      ,504,-102271.6106,-10736.1774,60.195,244.6211735,0.859372244
649+77.000      ,505,-102272.0393,-10737.08085,60.21,244.6097143,0.859372244
649+76.000      ,506,-102272.4682,-10737.98422,60.225,244.5982551,0.859372244
649+75.000      ,507,-102272.8973,-10738.88749,60.24,244.586796,0.859372244
649+74.000      ,508,-102273.3265,-10739.79069,60.255,244.5753368,0.859372244
649+73.000      ,509,-102273.7559,-10740.6938,60.27,244.5638777,0.859372244
649+72.000      ,510,-102274.1855,-10741.59682,60.285,244.5524185,0.859372244
649+71.000      ,511,-102274.6153,-10742.49975,60.3,244.5409594,0.859372244
649+70.000      ,512,-102275.0452,-10743.4026,60.315,244.5295002,0.859372244
649+69.000      ,513,-102275.4754,-10744.30537,60.33,244.5180411,0.859372244
649+68.000      ,514,-102275.9057,-10745.20804,60.345,244.5065819,0.859372244
649+67.000      ,515,-102276.3362,-10746.11064,60.36,244.4951227,0.859372244
649+66.000      ,516,-102276.7669,-10747.01314,60.375,244.4836636,0.859372244
649+65.000      ,517,-102277.1977,-10747.91556,60.39,244.4722044,0.859372244
649+64.000      ,518,-102277.6288,-10748.81789,60.405,244.4607453,0.859372244
649+63.000      ,519,-102278.06,-10749.72014,60.42,244.4492861,0.859372244
649+62.000      ,520,-102278.4914,-10750.6223,60.435,244.437827,0.859372244
649+61.000      ,521,-102278.923,-10751.52438,60.45,244.4263678,0.859372244
649+60.000      ,522,-102279.3547,-10752.42636,60.465,244.4149086,0.859372244
649+59.000      ,523,-102279.7867,-10753.32827,60.48,244.4034495,0.859372244
649+58.000      ,524,-102280.2188,-10754.23008,60.495,244.3919903,0.859372244
649+57.000      ,525,-102280.6511,-10755.13181,60.51,244.3805312,0.859372244
649+56.000      ,526,-102281.0836,-10756.03345,60.525,244.369072,0.859372244
649+55.000      ,527,-102281.5162,-10756.93501,60.54,244.3576129,0.859372244
649+54.000      ,528,-102281.9491,-10757.83648,60.555,244.3461537,0.859372244
649+53.000      ,529,-102282.3821,-10758.73786,60.57,244.3346946,0.859372244
649+52.000      ,530,-102282.8153,-10759.63916,60.585,244.3232354,0.859372244
649+51.000      ,531,-102283.2487,-10760.54037,60.6,244.3117762,0.859372244
649+50.000      ,532,-102283.6822,-10761.44149,60.615,244.3003171,0.859372244
649+49.000      ,533,-102284.116,-10762.34253,60.63,244.2888579,0.859372244
649+48.000      ,534,-102284.5499,-10763.24347,60.645,244.2773988,0.859372244
649+47.000      ,535,-102284.984,-10764.14434,60.66,244.2659396,0.859372244
649+46.000      ,536,-102285.4183,-10765.04511,60.675,244.2544805,0.859372244
649+45.000      ,537,-102285.8528,-10765.9458,60.69,244.2430213,0.859372244
649+44.000      ,538,-102286.2874,-10766.8464,60.705,244.2315622,0.859372244
649+43.000      ,539,-102286.7222,-10767.74692,60.72,244.220103,0.859372244
649+42.000      ,540,-102287.1572,-10768.64735,60.735,244.2086438,0.859372244
649+41.000      ,541,-102287.5924,-10769.54769,60.75,244.1971847,0.859372244
649+40.000      ,542,-102288.0278,-10770.44794,60.765,244.1857255,0.859372244
649+39.000      ,543,-102288.4633,-10771.34811,60.78,244.1742664,0.859372244
649+38.000      ,544,-102288.8991,-10772.24819,60.795,244.1628072,0.859372244
649+37.000      ,545,-102289.335,-10773.14818,60.81,244.1513481,0.859372244
649+36.000      ,546,-102289.7711,-10774.04809,60.825,244.1398889,0.859372244
649+35.000      ,547,-102290.2073,-10774.9479,60.84,244.1284298,0.859372244
649+34.000      ,548,-102290.6438,-10775.84763,60.855,244.1169706,0.859372244
649+33.000      ,549,-102291.0804,-10776.74728,60.87,244.1055114,0.859372244
649+32.000      ,550,-102291.5172,-10777.64683,60.885,244.0940523,0.859372244
649+31.000      ,551,-102291.9542,-10778.5463,60.9,244.0825931,0.859372244
649+30.000      ,552,-102292.3913,-10779.44568,60.915,244.071134,0.859372244
649+29.000      ,553,-102292.8287,-10780.34498,60.93,244.0596748,0.859372244
649+28.000      ,554,-102293.2662,-10781.24418,60.945,244.0482157,0.859372244
649+27.000      ,555,-102293.7039,-10782.1433,60.96,244.0367565,0.859372244
649+26.000      ,556,-102294.1418,-10783.04233,60.975,244.0252973,0.859372244
649+25.000      ,557,-102294.5799,-10783.94128,60.99,244.0138382,0.859372244
649+24.000      ,558,-102295.0181,-10784.84013,61.005,244.002379,0.859372244
649+23.000      ,559,-102295.4565,-10785.7389,61.02,243.9909199,0.859372244
649+22.000      ,560,-102295.8951,-10786.63758,61.035,243.9794607,0.859372244
649+21.000      ,561,-102296.3339,-10787.53618,61.05,243.9680016,0.859372244
649+20.000      ,562,-102296.7729,-10788.43468,61.065,243.9565424,0.859372244
649+19.000      ,563,-102297.212,-10789.3331,61.08,243.9450833,0.859372244
649+18.000      ,564,-102297.6514,-10790.23143,61.095,243.9336241,0.859372244
649+17.000      ,565,-102298.0909,-10791.12967,61.11,243.9221649,0.859372244
649+16.000      ,566,-102298.5305,-10792.02782,61.125,243.9107058,0.859372244
649+15.000      ,567,-102298.9704,-10792.92589,61.14,243.8992466,0.859372244
649+14.000      ,568,-102299.4104,-10793.82387,61.155,243.8877875,0.859372244
649+13.000      ,569,-102299.8507,-10794.72176,61.17,243.8763283,0.859372244
649+12.000      ,570,-102300.2911,-10795.61956,61.185,243.8648692,0.859372244
649+11.000      ,571,-102300.7316,-10796.51727,61.2,243.85341,0.859372244
649+10.000      ,572,-102301.1724,-10797.4149,61.215,243.8419509,0.859372244
649+9.000       ,573,-102301.6133,-10798.31243,61.23,243.8304917,0.859372244
649+8.000       ,574,-102302.0545,-10799.20988,61.245,243.8190325,0.859372244
649+7.000       ,575,-102302.4958,-10800.10724,61.26,243.8075734,0.859372244
