"Œﬂ≤›ƒñºèÃ","ãóó£(m)","Çwç¿ïW(m)","Çxç¿ïW(m)","çÇÇ≥(m)","ï˚à (deg)","ÀﬂØ¡›∏ﬁ(deg)"
"5567+9.000      ",793,-173418.546487741,-1784.1646942677,45.3611879519123,308.037694474012,1.52370843111758
"5567+8.000      ",794,-173417.930307972,-1784.95229981162,45.3877879519123,308.037694474012,1.52370843111758
"5567+7.000      ",795,-173417.314128204,-1785.73990535554,45.4143879519123,308.037694474012,1.52370843111758
"5567+6.000      ",796,-173416.697948435,-1786.52751089947,45.4409879519123,308.037694474012,1.52370843111758
"5567+5.000      ",797,-173416.081768667,-1787.31511644339,45.4675879519123,308.037694474012,1.52370843111758
"5567+4.000      ",798,-173415.465588898,-1788.10272198731,45.4941879519123,308.037694474012,1.52370843111758
"5567+3.000      ",799,-173414.84940913,-1788.89032753123,45.5207879519123,308.037694474012,1.52370843111758
"5567+2.000      ",800,-173414.233229361,-1789.67793307516,45.5473879519123,308.037694474012,1.52370843111758
"5567+1.000      ",801,-173413.617049592,-1790.46553861908,45.5739879519123,308.037694474012,1.52370843111758
"5567+0.000      ",802,-173413.000869824,-1791.253144163,45.6005879519123,308.037694474012,1.52370843111758
"5566+9.000      ",803,-173412.384690055,-1792.04074970692,45.6271879519123,308.037694474012,1.52370843111758
"5566+8.000      ",804,-173411.768510287,-1792.82835525085,45.6537879519123,308.037694474012,1.52370843111758
"5566+7.000      ",805,-173411.152330518,-1793.61596079477,45.6803879519123,308.037694474012,1.52370843111758
"5566+6.000      ",806,-173410.53615075,-1794.40356633869,45.7069879519123,308.037694474012,1.52370843111758
"5566+5.000      ",807,-173409.919970981,-1795.19117188262,45.7335879519123,308.037694474012,1.52370843111758
"5566+4.000      ",808,-173409.303791212,-1795.97877742654,45.7601879519123,308.037694474012,1.52370843111758
"5566+3.000      ",809,-173408.687611444,-1796.76638297046,45.7867879519123,308.037694474012,1.52370843111758
"5566+2.000      ",810,-173408.071431675,-1797.55398851438,45.8133879519123,308.037694474012,1.52370843111758
"5566+1.000      ",811,-173407.455251907,-1798.34159405831,45.8399879519123,308.037694474012,1.52370843111758
"5566+0.000      ",812,-173406.839072138,-1799.12919960223,45.8665879519123,308.037694474012,1.52370843111758
"5565+9.000      ",813,-173406.22289237,-1799.91680514615,45.8931879519123,308.037694474012,1.52370843111758
"5565+8.000      ",814,-173405.606712601,-1800.70441069007,45.9197879519123,308.037694474012,1.52370843111758
"5565+7.000      ",815,-173404.990532833,-1801.492016234,45.9463879519123,308.037694474012,1.52370843111758
"5565+6.000      ",816,-173404.374353064,-1802.27962177792,45.9729879519123,308.037694474012,1.52370843111758
"5565+5.000      ",817,-173403.758173295,-1803.06722732184,45.9995879519123,308.037694474012,1.52370843111758
"5565+4.000      ",818,-173403.141993527,-1803.85483286576,46.0261879519123,308.037694474012,1.52370843111758
"5565+3.000      ",819,-173402.525813758,-1804.64243840969,46.0527879519123,308.037694474012,1.52370843111758
"5565+2.000      ",820,-173401.90963399,-1805.43004395361,46.0793879519123,308.037694474012,1.52370843111758
"5565+1.000      ",821,-173401.293454221,-1806.21764949753,46.1059879519123,308.037694474012,1.52370843111758
"5565+0.000      ",822,-173400.677274453,-1807.00525504146,46.1325879519123,308.037694474012,1.52370843111758
"5564+9.000      ",823,-173400.061094684,-1807.79286058538,46.1591879519123,308.037694474012,1.52370843111758
"5564+8.000      ",824,-173399.444914916,-1808.5804661293,46.1857879519123,308.037694474012,1.52370843111758
"5564+7.000      ",825,-173398.828735147,-1809.36807167322,46.2123879519123,308.037694474012,1.52370843111758
"5564+6.000      ",826,-173398.212555378,-1810.15567721715,46.2389879519123,308.037694474012,1.52370843111758
"5564+5.000      ",827,-173397.59637561,-1810.94328276107,46.2655879519123,308.037694474012,1.52370843111758
"5564+4.000      ",828,-173396.980195841,-1811.73088830499,46.2921879519123,308.037694474012,1.52370843111758
"5564+3.000      ",829,-173396.364016073,-1812.51849384891,46.3187879519123,308.037694474012,1.52370843111758
"5564+2.000      ",830,-173395.747836304,-1813.30609939284,46.3453879519123,308.037694474012,1.52370843111758
"5564+1.000      ",831,-173395.131656536,-1814.09370493676,46.3719879519123,308.037694474012,1.52370843111758
"5564+0.000      ",832,-173394.515476767,-1814.88131048068,46.3985879519123,308.037694474012,1.52370843111758
"5563+9.000      ",833,-173393.899296998,-1815.6689160246,46.4251879519123,308.037694474012,1.52370843111758
"5563+8.000      ",834,-173393.28311723,-1816.45652156853,46.4517879519123,308.037694474012,1.52370843111758
"5563+7.000      ",835,-173392.666937461,-1817.24412711245,46.4783879519123,308.037694474012,1.52370843111758
"5563+6.000      ",836,-173392.050757693,-1818.03173265637,46.5049879519123,308.037694474012,1.52370843111758
"5563+5.000      ",837,-173391.434577924,-1818.8193382003,46.5315879519123,308.037694474012,1.52370843111758
"5563+4.000      ",838,-173390.818398156,-1819.60694374422,46.5581879519123,308.037694474012,1.52370843111758
"5563+3.000      ",839,-173390.202218387,-1820.39454928814,46.5847879519123,308.037694474012,1.52370843111758
"5563+2.000      ",840,-173389.586038619,-1821.18215483206,46.6113879519123,308.037694474012,1.52370843111758
"5563+1.000      ",841,-173388.96985885,-1821.96976037599,46.6379879519123,308.037694474012,1.52370843111758
"5563+0.000      ",842,-173388.353679081,-1822.75736591991,46.6645879519123,308.037694474012,1.52370843111758
"5562+9.000      ",843,-173387.737499313,-1823.54497146383,46.6911879519123,308.037694474012,1.52370843111758
"5562+8.000      ",844,-173387.121319544,-1824.33257700775,46.7177879519123,308.037694474012,1.52370843111758
"5562+7.000      ",845,-173386.505139776,-1825.12018255168,46.7443879519123,308.037694474012,1.52370843111758
"5562+6.000      ",846,-173385.888960007,-1825.9077880956,46.7709879519123,308.037694474012,1.52370843111758
"5562+5.000      ",847,-173385.272780239,-1826.69539363952,46.7975879519123,308.037694474012,1.52370843111758
"5562+4.000      ",848,-173384.65660047,-1827.48299918344,46.8241879519123,308.037694474012,1.52370843111758
"5562+3.000      ",849,-173384.040420701,-1828.27060472737,46.8507879519123,308.037694474012,1.52370843111758
"5562+2.000      ",850,-173383.424240933,-1829.05821027129,46.8773879519123,308.037694474012,1.52370843111758
"5562+1.000      ",851,-173382.808061164,-1829.84581581521,46.9039879519123,308.037694474012,1.52370843111758
"5562+0.000      ",852,-173382.191881396,-1830.63342135913,46.9305879519123,308.037694474012,1.52370843111758
"5561+9.000      ",853,-173381.575701627,-1831.42102690306,46.9571879519123,308.037694474012,1.52370843111758
"5561+8.000      ",854,-173380.959521859,-1832.20863244698,46.9837879519123,308.037694474012,1.52370843111758
"5561+7.000      ",855,-173380.34334209,-1832.9962379909,47.0103879519123,308.037694474012,1.52370843111758
"5561+6.000      ",856,-173379.727162322,-1833.78384353483,47.0369879519123,308.037694474012,1.52370843111758
"5561+5.000      ",857,-173379.110982553,-1834.57144907875,47.0635879519123,308.037694474012,1.52370843111758
"5561+4.000      ",858,-173378.494802784,-1835.35905462267,47.0901879519123,308.037694474012,1.52370843111758
"5561+3.000      ",859,-173377.878623016,-1836.14666016659,47.1167879519123,308.037694474012,1.52370843111758
"5561+2.000      ",860,-173377.262443247,-1836.93426571052,47.1433879519123,308.037694474012,1.52370843111758
"5561+1.000      ",861,-173376.646263479,-1837.72187125444,47.1699879519123,308.037694474012,1.52370843111758
"5561+0.000      ",862,-173376.03008371,-1838.50947679836,47.1965879519123,308.037694474012,1.52370843111758
"5560+9.000      ",863,-173375.413903942,-1839.29708234228,47.2231879519123,308.037694474012,1.52370843111758
"5560+8.000      ",864,-173374.797724173,-1840.08468788621,47.2497879519123,308.037694474012,1.52370843111758
"5560+7.000      ",865,-173374.181544405,-1840.87229343013,47.2763879519123,308.037694474012,1.52370843111758
"5560+6.000      ",866,-173373.565364636,-1841.65989897405,47.3029879519123,308.037694474012,1.52370843111758
"5560+5.000      ",867,-173372.949184867,-1842.44750451797,47.3295879519123,308.037694474012,1.52370843111758
"5560+4.000      ",868,-173372.333005099,-1843.2351100619,47.3561879519123,308.037694474012,1.52370843111758
"5560+3.000      ",869,-173371.71682533,-1844.02271560582,47.3827879519123,308.037694474012,1.52370843111758
"5560+2.000      ",870,-173371.100645562,-1844.81032114974,47.4093879519123,308.037694474012,1.52370843111758
"5560+1.000      ",871,-173370.484465793,-1845.59792669367,47.4359879519123,308.037694474012,1.52370843111758
"5560+0.000      ",872,-173369.868286025,-1846.38553223759,47.4625879519123,308.037694474012,1.52370843111758
"5559+9.000      ",873,-173369.252106256,-1847.17313778151,47.4891879519123,308.037694474012,1.52370843111758
"5559+8.000      ",874,-173368.635926488,-1847.96074332543,47.5157879519123,308.037694474012,1.52370843111758
"5559+7.000      ",875,-173368.019746719,-1848.74834886936,47.5423879519123,308.037694474012,1.52370843111758
"5559+6.000      ",876,-173367.40356695,-1849.53595441328,47.5689879519123,308.037694474012,1.52370843111758
"5559+5.000      ",877,-173366.787387182,-1850.3235599572,47.5955879519123,308.037694474012,1.52370843111758
"5559+4.000      ",878,-173366.171207413,-1851.11116550112,47.6221879519123,308.037694474012,1.52370843111758
"5559+3.000      ",879,-173365.555027645,-1851.89877104505,47.6487879519123,308.037694474012,1.52370843111758
"5559+2.000      ",880,-173364.938847876,-1852.68637658897,47.6753879519123,308.037694474012,1.52370843111758
"5559+1.000      ",881,-173364.322668108,-1853.47398213289,47.7019879519123,308.037694474012,1.52370843111758
"5559+0.000      ",882,-173363.706488339,-1854.26158767681,47.7285879519123,308.037694474012,1.52370843111758
"5558+9.000      ",883,-173363.09030857,-1855.04919322074,47.7551879519123,308.037694474012,1.52370843111758
"5558+8.000      ",884,-173362.474128802,-1855.83679876466,47.7817879519123,308.037694474012,1.52370843111758
"5558+7.000      ",885,-173361.857949033,-1856.62440430858,47.8083879519123,308.037694474012,1.52370843111758
"5558+6.000      ",886,-173361.241769265,-1857.41200985251,47.8349879519123,308.037694474012,1.52370843111758
"5558+5.000      ",887,-173360.625589496,-1858.19961539643,47.8615879519123,308.037694474012,1.52370843111758
"5558+4.000      ",888,-173360.009409728,-1858.98722094035,47.8881879519123,308.037694474012,1.52370843111758
"5558+3.000      ",889,-173359.393229959,-1859.77482648427,47.9147879519123,308.037694474012,1.52370843111758
"5558+2.000      ",890,-173358.777050191,-1860.5624320282,47.9413879519123,308.037694474012,1.52370843111758
"5558+1.000      ",891,-173358.160870422,-1861.35003757212,47.9679879519123,308.037694474012,1.52370843111758
"5558+0.000      ",892,-173357.544690653,-1862.13764311604,47.9945879519123,308.037694474012,1.52370843111758
"5557+9.000      ",893,-173356.928510885,-1862.92524865996,48.0211879519123,308.037694474012,1.52370843111758
"5557+8.000      ",894,-173356.312331116,-1863.71285420389,48.0477879519123,308.037694474012,1.52370843111758
"5557+7.000      ",895,-173355.696151348,-1864.50045974781,48.0743879519123,308.037694474012,1.52370843111758
"5557+6.000      ",896,-173355.079971579,-1865.28806529173,48.1009879519123,308.037694474012,1.52370843111758
"5557+5.000      ",897,-173354.463791811,-1866.07567083565,48.1275879519123,308.037694474012,1.52370843111758
"5557+4.000      ",898,-173353.847612042,-1866.86327637958,48.1541879519123,308.037694474012,1.52370843111758
"5557+3.000      ",899,-173353.231432274,-1867.6508819235,48.1807879519123,308.037694474012,1.52370843111758
"5557+2.000      ",900,-173352.615252505,-1868.43848746742,48.2073879519123,308.037694474012,1.52370843111758
"5557+1.000      ",901,-173351.999072736,-1869.22609301135,48.2339879519123,308.037694474012,1.52370843111758
"5557+0.000      ",902,-173351.382892968,-1870.01369855527,48.2605879519123,308.037694474012,1.52370843111758
"5556+9.000      ",903,-173350.766713199,-1870.80130409919,48.2871879519123,308.037694474012,1.52370843111758
"5556+8.000      ",904,-173350.150533431,-1871.58890964311,48.3137879519123,308.037694474012,1.52370843111758
"5556+7.000      ",905,-173349.534353662,-1872.37651518704,48.3403879519123,308.037694474012,1.52370843111758
"5556+6.000      ",906,-173348.918173894,-1873.16412073096,48.3669879519123,308.037694474012,1.52370843111758
"5556+5.000      ",907,-173348.301994125,-1873.95172627488,48.3935879519123,308.037694474012,1.52370843111758
"5556+4.000      ",908,-173347.685814356,-1874.7393318188,48.4201879519123,308.037694474012,1.52370843111758
"5556+3.000      ",909,-173347.069634588,-1875.52693736273,48.4467879519123,308.037694474012,1.52370843111758
"5556+2.000      ",910,-173346.453454819,-1876.31454290665,48.4733879519123,308.037694474012,1.52370843111758
"5556+1.000      ",911,-173345.837275051,-1877.10214845057,48.4999879519123,308.037694474012,1.52370843111758
"5556+0.000      ",912,-173345.221095282,-1877.88975399449,48.5265879519123,308.037694474012,1.52370843111758
"5555+9.000      ",913,-173344.604915514,-1878.67735953842,48.5531879519123,308.037694474012,1.52370843111758
"5555+8.000      ",914,-173343.988735745,-1879.46496508234,48.5797879519123,308.037694474012,1.52370843111758
"5555+7.000      ",915,-173343.372555977,-1880.25257062626,48.6063879519123,308.037694474012,1.52370843111758
"5555+6.000      ",916,-173342.756376208,-1881.04017617019,48.6329879519123,308.037694474012,1.52370843111758
"5555+5.000      ",917,-173342.140196439,-1881.82778171411,48.6595879519123,308.037694474012,1.52370843111758
"5555+4.000      ",918,-173341.524016671,-1882.61538725803,48.6861879519123,308.037694474012,1.52370843111758
"5555+3.000      ",919,-173340.907836902,-1883.40299280195,48.7127879519123,308.037694474012,1.52370843111758
"5555+2.000      ",920,-173340.291657134,-1884.19059834588,48.7393879519123,308.037694474012,1.52370843111758
"5555+1.000      ",921,-173339.675477365,-1884.9782038898,48.7659879519123,308.037694474012,1.52370843111758
"5555+0.000      ",922,-173339.059297597,-1885.76580943372,48.7925879519123,308.037694474012,1.52370843111758
"5554+9.000      ",923,-173338.443117828,-1886.55341497764,48.8191879519123,308.037694474012,1.52370843111758
"5554+8.000      ",924,-173337.82693806,-1887.34102052157,48.8457879519123,308.037694474012,1.52370843111758
"5554+7.000      ",925,-173337.210758291,-1888.12862606549,48.8723879519123,308.037694474012,1.52370843111758
"5554+6.000      ",926,-173336.594578522,-1888.91623160941,48.8989879519123,308.037694474012,1.52370843111758
"5554+5.000      ",927,-173335.978398754,-1889.70383715333,48.9255879519123,308.037694474012,1.52370843111758
"5554+4.000      ",928,-173335.362218985,-1890.49144269726,48.9521879519123,308.037694474012,1.52370843111758
"5554+3.000      ",929,-173334.746039217,-1891.27904824118,48.9787879519123,308.037694474012,1.52370843111758
"5554+2.000      ",930,-173334.129859448,-1892.0666537851,49.0053879519123,308.037694474012,1.52370843111758
"5554+1.000      ",931,-173333.51367968,-1892.85425932903,49.0319879519123,308.037694474012,1.52370843111758
"5554+0.000      ",932,-173332.897499911,-1893.64186487295,49.0585879519123,308.037694474012,1.52370843111758
"5553+9.000      ",933,-173332.281320143,-1894.42947041687,49.0851879519123,308.037694474012,1.52370843111758
"5553+8.000      ",934,-173331.665140374,-1895.21707596079,49.1117879519123,308.037694474012,1.52370843111758
"5553+7.000      ",935,-173331.048960605,-1896.00468150472,49.1383879519123,308.037694474012,1.52370843111758
"5553+6.000      ",936,-173330.432780837,-1896.79228704864,49.1649879519123,308.037694474012,1.52370843111758
"5553+5.000      ",937,-173329.816601068,-1897.57989259256,49.1915879519123,308.037694474012,1.52370843111758
"5553+4.000      ",938,-173329.2004213,-1898.36749813648,49.2181879519123,308.037694474012,1.52370843111758
"5553+3.000      ",939,-173328.584241531,-1899.15510368041,49.2447879519123,308.037694474012,1.52370843111758
"5553+2.000      ",940,-173327.968061763,-1899.94270922433,49.2713879519123,308.037694474012,1.52370843111758
"5553+1.000      ",941,-173327.351881994,-1900.73031476825,49.2979879519123,308.037694474012,1.52370843111758
"5553+0.000      ",942,-173326.735702225,-1901.51792031217,49.3245879519123,308.037694474012,1.52370843111758
"5552+9.000      ",943,-173326.119522457,-1902.3055258561,49.3511879519123,308.037694474012,1.52370843111758
"5552+8.000      ",944,-173325.503342688,-1903.09313140002,49.3777879519123,308.037694474012,1.52370843111758
"5552+7.000      ",945,-173324.88716292,-1903.88073694394,49.4043879519123,308.037694474012,1.52370843111758
"5552+6.000      ",946,-173324.270983151,-1904.66834248787,49.4309879519123,308.037694474012,1.52370843111758
"5552+5.000      ",947,-173323.654803383,-1905.45594803179,49.4575879519123,308.037694474012,1.52370843111758
"5552+4.000      ",948,-173323.038623614,-1906.24355357571,49.4841879519123,308.037694474012,1.52370843111758
"5552+3.000      ",949,-173322.422443846,-1907.03115911963,49.5107879519123,308.037694474012,1.52370843111758
"5552+2.000      ",950,-173321.806264077,-1907.81876466356,49.5373879519123,308.037694474012,1.52370843111758
"5552+1.000      ",951,-173321.190084308,-1908.60637020748,49.5639879519123,308.037694474012,1.52370843111758
"5552+0.000      ",952,-173320.57390454,-1909.3939757514,49.5905879519123,308.037694474012,1.52370843111758
"5551+9.000      ",953,-173319.957724771,-1910.18158129532,49.6171879519123,308.037694474012,1.52370843111758
"5551+8.000      ",954,-173319.341545003,-1910.96918683925,49.6437879519123,308.037694474012,1.52370843111758
"5551+7.000      ",955,-173318.725365234,-1911.75679238317,49.6703879519123,308.037694474012,1.52370843111758
"5551+6.000      ",956,-173318.109185466,-1912.54439792709,49.6969879519123,308.037694474012,1.52370843111758
"5551+5.000      ",957,-173317.493005697,-1913.33200347101,49.7235879519123,308.037694474012,1.52370843111758
"5551+4.000      ",958,-173316.876825929,-1914.11960901494,49.7501879519123,308.037694474012,1.52370843111758
"5551+3.000      ",959,-173316.26064616,-1914.90721455886,49.7767879519123,308.037694474012,1.52370843111758
"5551+2.000      ",960,-173315.644466391,-1915.69482010278,49.8033879519123,308.037694474012,1.52370843111758
"5551+1.000      ",961,-173315.028286623,-1916.48242564671,49.8299879519123,308.037694474012,1.52370843111758
"5551+0.000      ",962,-173314.412106854,-1917.27003119063,49.8565879519123,308.037694474012,1.52370843111758
"5550+9.000      ",963,-173313.795927086,-1918.05763673455,49.8831879519123,308.037694474012,1.52370843111758
"5550+8.000      ",964,-173313.179747317,-1918.84524227847,49.9097879519123,308.037694474012,1.52370843111758
"5550+7.000      ",965,-173312.563567549,-1919.6328478224,49.9363879519123,308.037694474012,1.52370843111758
"5550+6.000      ",966,-173311.94738778,-1920.42045336632,49.9629879519123,308.037694474012,1.52370843111758
"5550+5.000      ",967,-173311.331208011,-1921.20805891024,49.9895879519123,308.037694474012,1.52370843111758
"5550+4.000      ",968,-173310.715028243,-1921.99566445416,50.0161879519123,308.037694474012,1.52370843111758
"5550+3.000      ",969,-173310.098848474,-1922.78326999809,50.0427879519123,308.037694474012,1.52370843111758
"5550+2.000      ",970,-173309.482668706,-1923.57087554201,50.0693879519123,308.037694474012,1.52370843111758
"5550+1.000      ",971,-173308.866488937,-1924.35848108593,50.0959879519123,308.037694474012,1.52370843111758
"5550+0.000      ",972,-173308.250309169,-1925.14608662985,50.1225879519123,308.037694474012,1.52370843111758
"5549+9.000      ",973,-173307.6341294,-1925.93369217378,50.1491879519123,308.037694474012,1.52370843111758
"5549+8.000      ",974,-173307.017949632,-1926.7212977177,50.1757879519123,308.037694474012,1.52370843111758
"5549+7.000      ",975,-173306.401769863,-1927.50890326162,50.2023879519123,308.037694474012,1.52370843111758
"5549+6.000      ",976,-173305.785590094,-1928.29650880554,50.2289879519123,308.037694474012,1.52370843111758
"5549+5.000      ",977,-173305.169410326,-1929.08411434947,50.2555879519123,308.037694474012,1.52370843111758
"5549+4.000      ",978,-173304.553230557,-1929.87171989339,50.2821879519123,308.037694474012,1.52370843111758
"5549+3.000      ",979,-173303.937050789,-1930.65932543731,50.3087879519123,308.037694474012,1.52370843111758
"5549+2.000      ",980,-173303.32087102,-1931.44693098124,50.3353879519123,308.037694474012,1.52370843111758
"5549+1.000      ",981,-173302.704691252,-1932.23453652516,50.3619879519123,308.037694474012,1.52370843111758
"5549+0.000      ",982,-173302.088511483,-1933.02214206908,50.3885879519123,308.037694474012,1.52370843111758
"5548+9.000      ",983,-173301.472331714,-1933.809747613,50.4151879519123,308.037694474012,1.52370843111758
"5548+8.000      ",984,-173300.856151946,-1934.59735315693,50.4417879519123,308.037694474012,1.52370843111758
"5548+7.000      ",985,-173300.239972177,-1935.38495870085,50.4683879519123,308.037694474012,1.52370843111758
"5548+6.000      ",986,-173299.623792409,-1936.17256424477,50.4949879519123,308.037694474012,1.52370843111758
"5548+5.000      ",987,-173299.00761264,-1936.96016978869,50.5215879519123,308.037694474012,1.52370843111758
"5548+4.000      ",988,-173298.391432872,-1937.74777533262,50.5481879519123,308.037694474012,1.52370843111758
"5548+3.000      ",989,-173297.775253103,-1938.53538087654,50.5747879519123,308.037694474012,1.52370843111758
"5548+2.000      ",990,-173297.159073335,-1939.32298642046,50.6013879519123,308.037694474012,1.52370843111758
"5548+1.000      ",991,-173296.542893566,-1940.11059196438,50.6279879519123,308.037694474012,1.52370843111758
"5548+0.000      ",992,-173295.926713797,-1940.89819750831,50.6545879519123,308.037694474012,1.52370843111758
"5547+9.000      ",993,-173295.310534029,-1941.68580305223,50.6811879519123,308.037694474012,1.52370843111758
"5547+8.000      ",994,-173294.69435426,-1942.47340859615,50.7077879519123,308.037694474012,1.52370843111758
"5547+7.000      ",995,-173294.078174492,-1943.26101414008,50.7343879519123,308.037694474012,1.52370843111758
"5547+6.000      ",996,-173293.461994723,-1944.048619684,50.7609879519123,308.037694474012,1.52370843111758
"5547+5.000      ",997,-173292.845814955,-1944.83622522792,50.7875879519123,308.037694474012,1.52370843111758
"5547+4.000      ",998,-173292.229635186,-1945.62383077184,50.8141879519123,308.037694474012,1.52370843111758
"5547+3.000      ",999,-173291.613455418,-1946.41143631577,50.8407879519123,308.037694474012,1.52370843111758
"5547+2.000      ",1000,-173290.997275649,-1947.19904185969,50.8673879519123,308.037694474012,1.52370843111758
"5547+1.000      ",1001,-173290.38109588,-1947.98664740361,50.8939879519123,308.037694474012,1.52370843111758
"5547+0.000      ",1002,-173289.764916112,-1948.77425294753,50.9205879519123,308.037694474012,1.52370843111758
"5546+9.000      ",1003,-173289.148736343,-1949.56185849146,50.9471879519123,308.037694474012,1.52370843111758
"5546+8.000      ",1004,-173288.532556575,-1950.34946403538,50.9737879519123,308.037694474012,1.52370843111758
"5546+7.000      ",1005,-173287.916376806,-1951.1370695793,51.0003879519123,308.037694474012,1.52370843111758
"5546+6.000      ",1006,-173287.300197038,-1951.92467512322,51.0269879519123,308.037694474012,1.52370843111758
"5546+5.000      ",1007,-173286.684017269,-1952.71228066715,51.0535879519123,308.037694474012,1.52370843111758
"5546+4.000      ",1008,-173286.067837501,-1953.49988621107,51.0801879519123,308.037694474012,1.52370843111758
"5546+3.000      ",1009,-173285.451657732,-1954.28749175499,51.1067879519123,308.037694474012,1.52370843111758
"5546+2.000      ",1010,-173284.835477963,-1955.07509729892,51.1333879519123,308.037694474012,1.52370843111758
"5546+1.000      ",1011,-173284.219298195,-1955.86270284284,51.1599879519123,308.037694474012,1.52370843111758
"5546+0.000      ",1012,-173283.603118426,-1956.65030838676,51.1865879519123,308.037694474012,1.52370843111758
"5545+9.000      ",1013,-173282.986938658,-1957.43791393068,51.2131879519123,308.037694474012,1.52370843111758
"5545+8.000      ",1014,-173282.370758889,-1958.22551947461,51.2397879519123,308.037694474012,1.52370843111758
"5545+7.000      ",1015,-173281.754579121,-1959.01312501853,51.2663879519123,308.037694474012,1.52370843111758
"5545+6.000      ",1016,-173281.138399352,-1959.80073056245,51.2929879519123,308.037694474012,1.52370843111758
"5545+5.000      ",1017,-173280.522219583,-1960.58833610637,51.3195879519123,308.037694474012,1.52370843111758
"5545+4.000      ",1018,-173279.906039815,-1961.3759416503,51.3461879519123,308.037694474012,1.52370843111758
"5545+3.000      ",1019,-173279.289860046,-1962.16354719422,51.3727879519123,308.037694474012,1.52370843111758
"5545+2.000      ",1020,-173278.673680278,-1962.95115273814,51.3993879519123,308.037694474012,1.52370843111758
"5545+1.000      ",1021,-173278.057500509,-1963.73875828206,51.4259879519123,308.037694474012,1.52370843111758
"5545+0.000      ",1022,-173277.441320741,-1964.52636382599,51.4525879519123,308.037694474012,1.52370843111758
"5544+9.000      ",1023,-173276.825140972,-1965.31396936991,51.4791879519123,308.037694474012,1.52370843111758
"5544+8.000      ",1024,-173276.208961204,-1966.10157491383,51.5057879519123,308.037694474012,1.52370843111758
"5544+7.000      ",1025,-173275.592781435,-1966.88918045776,51.5323879519123,308.037694474012,1.52370843111758
"5544+6.000      ",1026,-173274.976601666,-1967.67678600168,51.5589879519123,308.037694474012,1.52370843111758
"5544+5.000      ",1027,-173274.360421898,-1968.4643915456,51.5855879519123,308.037694474012,1.52370843111758
"5544+4.000      ",1028,-173273.744242129,-1969.25199708952,51.6121879519123,308.037694474012,1.52370843111758
"5544+3.000      ",1029,-173273.128062361,-1970.03960263345,51.6387879519123,308.037694474012,1.52370843111758
"5544+2.000      ",1030,-173272.511882592,-1970.82720817737,51.6653879519123,308.037694474012,1.52370843111758
"5544+1.000      ",1031,-173271.895702824,-1971.61481372129,51.6919879519123,308.037694474012,1.52370843111758
"5544+0.000      ",1032,-173271.279523055,-1972.40241926521,51.7185879519123,308.037694474012,1.52370843111758
"5543+9.000      ",1033,-173270.663343287,-1973.19002480914,51.7451879519123,308.037694474012,1.52370843111758
"5543+8.000      ",1034,-173270.047163518,-1973.97763035306,51.7717879519123,308.037694474012,1.52370843111758
"5543+7.000      ",1035,-173269.430983749,-1974.76523589698,51.7983879519123,308.037694474012,1.52370843111758
"5543+6.000      ",1036,-173268.814803981,-1975.5528414409,51.8249879519123,308.037694474012,1.52370843111758
"5543+5.000      ",1037,-173268.198624212,-1976.34044698483,51.8515879519123,308.037694474012,1.52370843111758
"5543+4.000      ",1038,-173267.582444444,-1977.12805252875,51.8781879519123,308.037694474012,1.52370843111758
"5543+3.000      ",1039,-173266.966264675,-1977.91565807267,51.9047879519123,308.037694474012,1.52370843111758
"5543+2.000      ",1040,-173266.350084907,-1978.7032636166,51.9313879519123,308.037694474012,1.52370843111758
"5543+1.000      ",1041,-173265.733905138,-1979.49086916052,51.9579879519123,308.037694474012,1.52370843111758
"5543+0.000      ",1042,-173265.117725369,-1980.27847470444,51.9845879519123,308.037694474012,1.52370843111758
"5542+9.000      ",1043,-173264.501545601,-1981.06608024836,52.0111879519123,308.037694474012,1.52370843111758
"5542+8.000      ",1044,-173263.885365832,-1981.85368579229,52.0377879519123,308.037694474012,1.52370843111758
"5542+7.000      ",1045,-173263.269186064,-1982.64129133621,52.0643879519123,308.037694474012,1.52370843111758
"5542+6.000      ",1046,-173262.653006295,-1983.42889688013,52.0909879519123,308.037694474012,1.52370843111758
"5542+5.000      ",1047,-173262.036826527,-1984.21650242405,52.1175879519123,308.037694474012,1.52370843111758
"5542+4.000      ",1048,-173261.420646758,-1985.00410796798,52.1441879519123,308.037694474012,1.52370843111758
"5542+3.000      ",1049,-173260.80446699,-1985.7917135119,52.1707879519123,308.037694474012,1.52370843111758
"5542+2.000      ",1050,-173260.188287221,-1986.57931905582,52.1973879519123,308.037694474012,1.52370843111758
"5542+1.000      ",1051,-173259.572107452,-1987.36692459974,52.2239879519123,308.037694474012,1.52370843111758
"5542+0.000      ",1052,-173258.955927684,-1988.15453014367,52.2505879519123,308.037694474012,1.52370843111758
"5541+9.000      ",1053,-173258.339747915,-1988.94213568759,52.2771879519123,308.037694474012,1.52370843111758
"5541+8.000      ",1054,-173257.723568147,-1989.72974123151,52.3037879519123,308.037694474012,1.52370843111758
"5541+7.000      ",1055,-173257.107388378,-1990.51734677544,52.3303879519123,308.037694474012,1.52370843111758
"5541+6.000      ",1056,-173256.49120861,-1991.30495231936,52.3569879519123,308.037694474012,1.52370843111758
"5541+5.000      ",1057,-173255.875028841,-1992.09255786328,52.3835879519123,308.037694474012,1.52370843111758
"5541+4.000      ",1058,-173255.258849073,-1992.8801634072,52.4101879519123,308.037694474012,1.52370843111758
